"subject" "activity" "timeBodyAccelerometer-MEAN-X" "timeBodyAccelerometer-MEAN-Y" "timeBodyAccelerometer-MEAN-Z" "timeGravityAccelerometer-MEAN-X" "timeGravityAccelerometer-MEAN-Y" "timeGravityAccelerometer-MEAN-Z" "timeBodyAccelerometerJerk-MEAN-X" "timeBodyAccelerometerJerk-MEAN-Y" "timeBodyAccelerometerJerk-MEAN-Z" "timeBodyGyroscope-MEAN-X" "timeBodyGyroscope-MEAN-Y" "timeBodyGyroscope-MEAN-Z" "timeBodyGyroscopeJerk-MEAN-X" "timeBodyGyroscopeJerk-MEAN-Y" "timeBodyGyroscopeJerk-MEAN-Z" "timeBodyAccelerometerMagnitude-MEAN" "timeGravityAccelerometerMagnitude-MEAN" "timeBodyAccelerometerJerkMagnitude-MEAN" "timeBodyGyroscopeMagnitude-MEAN" "timeBodyGyroscopeJerkMagnitude-MEAN" "frequencyBodyAccelerometer-MEAN-X" "frequencyBodyAccelerometer-MEAN-Y" "frequencyBodyAccelerometer-MEAN-Z" "frequencyBodyAccelerometerJerk-MEAN-X" "frequencyBodyAccelerometerJerk-MEAN-Y" "frequencyBodyAccelerometerJerk-MEAN-Z" "frequencyBodyGyroscope-MEAN-X" "frequencyBodyGyroscope-MEAN-Y" "frequencyBodyGyroscope-MEAN-Z" "frequencyBodyAccelerometerMagnitude-MEAN" "frequencyBodyAccelerometerJerkMagnitude-MEAN" "frequencyBodyGyroscopeMagnitude-MEAN" "frequencyBodyGyroscopeJerkMagnitude-MEAN"
7 "STANDING" 0.282723539433962 -0.0145740341037736 -0.0997778303207547 0.958728687924528 -0.117607048924528 -0.0516573721320755 0.0751915112830189 0.00694700354075472 -0.0108420294035849 -0.0291582212545283 -0.0774336443396226 0.0851045000566038 -0.0901539662169811 -0.0412797611886792 -0.0545390015471698 -0.942724659245283 -0.942724659245283 -0.973381306226415 -0.943425564528302 -0.977377083018868 -0.976681834339623 -0.941883783773585 -0.938550519811321 -0.976323086226415 -0.967165093018868 -0.968229643018868 -0.938121637735849 -0.957548671320755 -0.957165056226415 -0.945611450377358 -0.967417888301887 -0.93870498490566 -0.973671168679245
7 "LAYING" 0.250176694038462 -0.0204411516884615 -0.101361036576923 -0.502814250576923 0.393444278076923 0.907537823461538 0.0968904018076923 0.0250624183634615 -0.0131653918205769 -0.00282641913096154 -0.133605695057692 0.155920029769231 -0.105944243484615 -0.0358897425826923 -0.0671901794615385 -0.936392023846154 -0.936392023846154 -0.980127239615385 -0.915793634807692 -0.983008829038462 -0.953424245576923 -0.942193953846154 -0.958611644615385 -0.980393046923077 -0.972531648846154 -0.969524977692308 -0.953684547692308 -0.957570207692308 -0.956905310961538 -0.927976880634615 -0.968066259230769 -0.941130719230769 -0.974117912115385
8 "WALKING" 0.27468631 -0.0186628865310417 -0.107252090833333 0.913586347916667 -0.217102194583333 -0.186267836962021 0.0703393490833333 -0.00603947514583333 -0.000673798876875 0.0235088228254167 -0.095791790535 0.0509657915395833 -0.135886431360417 -0.0314880905541667 -0.0522683965333333 0.0516786278104167 0.0516786278104167 -0.0668322430433333 -0.00310243820125 -0.339129269583333 -0.247389011875 0.316982393333333 -0.238634594791667 -0.311198711041667 0.0796832872416667 -0.361563262083333 -0.102063053808333 -0.259729692333333 -0.132902199479167 -0.09521728274375 -0.123834409766667 -0.301241848645833 -0.473026230833333
8 "WALKING_UPSTAIRS" 0.258880152048781 -0.0282415136341463 -0.11512211995122 0.860368718780488 -0.291341491707317 -0.192306960631707 0.0813816809395122 0.014120592097561 -0.0674583919268293 0.19270447595122 -0.204205356087805 -0.0724546025804878 -0.15544567414878 -0.027919577097561 -0.0534090382439024 0.121026629195122 0.121026629195122 -0.141494613465854 0.166447991 -0.400664014146341 -0.166411065387805 0.263431399878049 -0.0729496941121951 -0.200277249165854 -0.0257952590634146 -0.386655803658537 -0.240260761682927 -0.113162144460976 0.16597418695122 -0.13026451905122 -0.131850567460976 -0.229610952609756 -0.46327057804878
8 "WALKING_DOWNSTAIRS" 0.283484089210526 -0.0211058674973684 -0.107598135394737 0.914023498421053 -0.187610243421053 -0.141817934963684 0.118938088342105 -0.0380193846210526 -0.0394356157631579 -0.121189625973684 -0.0500760173342105 0.114143855152368 -0.0349283489710526 -0.0534969692794737 -0.0867903297078947 0.176599311818421 0.176599311818421 0.262628490268421 0.0993429744078947 -0.126189142894737 0.136590199860526 0.388412779763158 0.159589756534211 0.214841402815789 0.220639687868421 0.0586096890447368 -0.130740445236842 0.116090879026316 0.0277498065176316 0.301626757315789 0.331528459921053 -0.00036272967368421 -0.125179586744737
8 "SITTING" 0.267491472934783 -0.00672550621304348 -0.104461049130435 0.832453878043478 0.240095117065217 0.263895185521739 0.0786713761086957 -0.00657516306713044 -0.0106808920069565 -0.0547396987173913 -0.0955089236521739 0.0716048809782609 -0.0923150250434783 -0.0402673770652174 -0.0445732240217391 -0.952139704347826 -0.952139704347826 -0.986061512173913 -0.93268224326087 -0.991807428043478 -0.981142909782609 -0.94421971826087 -0.959436275869565 -0.984977270652174 -0.980221104565217 -0.982995311086956 -0.982200309782609 -0.97658989 -0.961798676956522 -0.947981783478261 -0.980932292391304 -0.965806789347826 -0.987730604130435
8 "STANDING" 0.279620986111111 -0.0148113067148148 -0.106114996837037 0.957669921111111 -0.0904603488214815 -0.0979392024814815 0.0753739045185185 0.00814951727462963 0.00322153267648148 -0.0219671978203704 -0.0280117633814815 0.063688907 -0.097757576 -0.0485190684259259 -0.0478483225666667 -0.953762884074074 -0.953762884074074 -0.984920797777778 -0.952848496851852 -0.987580587777778 -0.988219862222222 -0.9500491 -0.950362935555556 -0.989029238518519 -0.976177675 -0.979477193333333 -0.969677435925926 -0.972595487037037 -0.975512276666667 -0.953746070740741 -0.979745872037037 -0.964564224074074 -0.983709233333333
8 "LAYING" 0.261254282907407 -0.0212281733881481 -0.102245365611111 -0.405930036111111 0.589922434814815 0.719831539259259 0.0878326902592593 0.0233299159137037 -0.0169218791344444 0.00535361206851852 -0.0891374138592593 0.13818830737037 -0.106445008314815 -0.0389735198722222 -0.0694123150925926 -0.935308633888889 -0.935308633888889 -0.97314748962963 -0.924253348518518 -0.978438191296296 -0.953538563888889 -0.951816663703704 -0.944269514074074 -0.973110596111111 -0.975877437407407 -0.962111136666667 -0.957903886111111 -0.957411160185185 -0.967461239074074 -0.932279645518518 -0.961792852407407 -0.944528950555556 -0.968403945925926
9 "WALKING" 0.278502842115385 -0.0180891971284423 -0.110820512307692 0.951867079615385 -0.0314341738730769 -0.115856121080385 0.0704357270480769 0.0212255910017308 0.00414762740192308 -0.0808360598653846 -0.0625598710615385 0.111629779896154 -0.0809204094461538 -0.0356283427038462 -0.0633406620592308 -0.0980840496143461 -0.0980840496143461 -0.203733615519231 -0.294542266826923 -0.510253995769231 -0.294711163653846 -0.257677616153846 -0.250806259788462 -0.314265401346154 -0.367706595 -0.399541245192308 -0.383676120961538 -0.436905860576923 -0.240222512134615 -0.318801022711538 -0.316870715576923 -0.513797480384615 -0.602581618269231
9 "WALKING_UPSTAIRS" 0.262436475714286 -0.0195101099975714 -0.125219003959184 0.902647777755102 -0.0377947824285714 -0.266009866857143 0.0692266245755102 0.00126612218367347 0.00766046602367347 -0.16396719 -0.0412587909579592 0.14569462592449 -0.0684689593355102 -0.0302797452408163 -0.0236327911183673 -0.260727581428571 -0.260727581428571 -0.440667540204082 -0.0833234490061224 -0.672840561836735 -0.342735952653061 -0.405022798163265 -0.384710423408163 -0.402044750408163 -0.608498592040816 -0.615125710612245 -0.313941631326531 -0.499159202857143 -0.327698671183673 -0.372890348979592 -0.419533108571429 -0.531482693877551 -0.734159449387755
9 "WALKING_DOWNSTAIRS" 0.295923445 -0.0203994269075476 -0.0910278793952381 0.938417773333333 -0.0352304645104762 -0.082276174942619 0.130193043809524 -0.0206865965952381 0.00262568854761905 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.094591202447619 -0.0597608334619048 -0.0678080598785714 0.145886357935714 0.145886357935714 -0.16237608927619 -0.168921400633333 -0.469028434047619 0.103128506197619 -0.183120455428571 -0.103705822657857 -0.0645354342404762 -0.313643041809524 -0.293677789595238 -0.325042890904762 -0.312512195452381 -0.250686586719048 0.222203941 0.00716877883571429 -0.347540226666667 -0.463172053809524
9 "SITTING" 0.24832674354 -0.02701677698 -0.07537846886 0.9163245106 -0.0414258228938 0.085263099144 0.077005006374 0.009817397262 -0.008674672651 -0.042328876778 -0.04142711812 0.0807919285908 -0.0930708106 -0.046663441472 -0.052841489994 -0.8933617176 -0.8933617176 -0.964383757 -0.9032355368 -0.9733641366 -0.959413594 -0.911683219 -0.8922013438 -0.9655962396 -0.9580073906 -0.9575269752 -0.950315237 -0.9396930078 -0.940312313 -0.8977181972 -0.9530504408 -0.9344377378 -0.9683155878
9 "STANDING" 0.282310057333333 -0.0200454954022222 -0.0952747481333333 0.961323502222222 -0.010383816474 0.00914769235555555 0.0760032053555556 0.0130699796066667 -0.004700785502 -0.029183136346 -0.060810158296 0.0992409332222222 -0.095897704 -0.0419199574333333 -0.0575743131488889 -0.945167482444444 -0.945167482444444 -0.969524578888889 -0.921030223111111 -0.969824044222222 -0.971662692 -0.944849431777778 -0.941686874222222 -0.971313768666667 -0.962624298888889 -0.967129200444444 -0.916974437555556 -0.954514301555556 -0.941510336 -0.946330171777778 -0.963242884 -0.929769067777778 -0.967491628
9 "LAYING" 0.2591955368 -0.020526821662 -0.10754972144 -0.5802528348 -0.1191541962 0.9578730416 0.08807344764 0.011561732718 -0.0070536778584 -0.013632036148 -0.15890291983 0.101275010682 -0.10384667982 -0.027552256948 -0.0569490475 -0.9308684376 -0.9308684376 -0.9633745492 -0.9071250998 -0.964524819 -0.946865494 -0.9343665984 -0.9459190006 -0.964304065 -0.9640828062 -0.955909215 -0.930297921 -0.9345796594 -0.9598150092 -0.9266042952 -0.9543205856 -0.9186053356 -0.9558062546
10 "WALKING" 0.278574076603774 -0.017022351190566 -0.109057512132075 0.963092149811321 -0.0838277013962264 0.0549276242264151 0.0857943809283019 0.00408248792641509 -0.0162953195396226 0.0106894976215094 -0.0819540783760943 0.0986695731160377 -0.122709563462264 -0.0519204981037736 -0.0611262928849057 -0.127400912069811 -0.127400912069811 -0.132624992298283 -0.156458730358491 -0.440363636603774 -0.114190001283019 0.0533911909886792 -0.41218272245283 -0.107941107467925 0.0309052018326415 -0.464020508867925 -0.277913780754717 -0.345209034528302 -0.108530029881132 -0.0930237422792453 0.0205189516981132 -0.412616909622642 -0.515065335849057
10 "WALKING_UPSTAIRS" 0.267121853404255 -0.0143854920340426 -0.118180420834043 0.931861027446809 -0.0565670278723404 0.0227527702016383 0.0648829303510638 0.0266314282191489 -0.0513375831851064 0.0733447168425532 -0.0954600216446809 0.0879664182957447 -0.157212539189362 -0.0372348522521277 -0.036502173787234 -0.0266623294757447 -0.0266623294757447 -0.262038042446809 0.0438573846851064 -0.523462968510638 -0.139410790617021 -0.0390688222212766 -0.301206408085106 -0.20121432216383 -0.206872839212766 -0.553230667234043 -0.218524716912766 -0.235858986212766 -0.262763367170213 -0.166866721574468 -0.153553147382979 -0.265371689148936 -0.600582998297872
10 "WALKING_DOWNSTAIRS" 0.290401594315789 -0.0200050770710526 -0.110848597247368 0.939807421052632 -0.0646160768947368 0.0418715409263158 0.100959387447368 0.0107824902368421 0.000152617173684209 -0.124839594289474 -0.106742538831579 0.0724433685578947 -0.0643764005526316 -0.0489378053157895 -0.0720413112078947 0.250843769394737 0.250843769394737 0.0507010228431579 -0.0238468037578947 -0.401854311315789 0.215665273157895 0.00904660360263158 -0.157728357742105 0.181419131002632 -0.119504295573684 -0.240679035428947 -0.214350280079211 -0.272495710342105 0.0391366814342105 0.220115703368421 0.156978047052632 -0.312347510289474 -0.484196484736842
10 "SITTING" 0.270612056481481 -0.015042681852037 -0.104253238796296 0.791887198148148 -0.041260775 0.20253457287037 0.0775372505185185 0.00897875458703704 -0.00499566427666667 -0.0432432176851852 -0.0679993598888889 0.0745958869444444 -0.0931555026481481 -0.0411216540925926 -0.048941191502963 -0.96075719962963 -0.96075719962963 -0.988054237592593 -0.944202043703704 -0.993707487592593 -0.984943144259259 -0.9404502 -0.97464465462963 -0.989365013888889 -0.980962856111111 -0.986056767777778 -0.986477363333333 -0.986179215555556 -0.96539546962963 -0.955281010740741 -0.985900801111111 -0.974459732592593 -0.992191529259259
10 "STANDING" 0.276650300681818 -0.0155418603409091 -0.107964083931818 0.954008785454545 -0.0431597830454545 0.0346980210431818 0.0809784390227273 0.0119007630575 -0.00485841031477273 -0.0281854325604545 -0.0876820486363636 0.103251560681818 -0.104753833181818 -0.0371593000727273 -0.0584162547045455 -0.951988907954545 -0.951988907954545 -0.965163818409091 -0.929787259772727 -0.971637661590909 -0.970099814318182 -0.923378745227273 -0.955272383863636 -0.963565166136364 -0.942187760454545 -0.972241512272727 -0.924005912954545 -0.960323800909091 -0.950915730909091 -0.9401101675 -0.951633690454545 -0.937786743409091 -0.965614081363636
10 "LAYING" 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.453069737586207 -0.139297681034483 -0.031121624137931 0.073815064487931 0.015698997097069 0.00716689586275862 -0.019555937162069 -0.0770325657265517 0.104720478344828 -0.100308254413793 -0.0388797920413793 -0.0590744912758621 -0.956781819655172 -0.956781819655172 -0.976234435172414 -0.937590998793103 -0.970830848965517 -0.96918420862069 -0.954341849137931 -0.964300845172414 -0.979014668793104 -0.968039173793103 -0.972592212931034 -0.953793912068965 -0.954670034482759 -0.969755777241379 -0.950848109137931 -0.968561121551724 -0.937692642586207 -0.960976821551724
11 "WALKING" 0.271821892881356 -0.0166475833623729 -0.106096304033898 0.946468451355932 -0.212045870169492 0.134053215101695 0.0829709328491525 0.0127682476559322 -0.013364827779661 -0.0426928995457627 -0.0705104974254237 0.0843744495507542 -0.0918204195491525 -0.0514172549559322 -0.0342677451 -0.288323472033898 -0.288323472033898 -0.402333202033898 -0.421801673559322 -0.63073270559322 -0.396533731864407 -0.0830478435976271 -0.616402910169492 -0.453265268813559 -0.241801726186441 -0.69259387220339 -0.514753307627119 -0.593107398474576 -0.398293336610169 -0.458514062542373 -0.395116134237288 -0.610222628813559 -0.751914457457627
11 "WALKING_UPSTAIRS" 0.263775859277778 -0.0303157822055556 -0.106797216481481 0.892626155555556 -0.343576924814815 0.146633747092593 0.0968561683092593 -0.0132625289255556 -0.0151463896833333 -0.0820909701727778 -0.0566928808703704 0.0638054379968518 -0.0645245413759259 -0.0719834687944444 -0.046076149625 -0.132594623759259 -0.132594623759259 -0.509587701296296 -0.255048336944444 -0.757314813888889 -0.355348902222222 -0.254645206944444 -0.551742083518519 -0.495927371666667 -0.455317917037037 -0.765387905555556 -0.471782782222222 -0.581167154444444 -0.674671878518519 -0.336061027407407 -0.475928501666667 -0.55009966 -0.795986113703704
11 "WALKING_DOWNSTAIRS" 0.291605631956522 -0.0178097721219565 -0.111070149978261 0.941746406521739 -0.200321942608696 0.132371684891304 0.0897168657173913 0.0252274201521739 -0.0225208905847826 -0.12506869905 -0.0262775345369565 0.057524457376087 -0.0220916265065217 -0.0520272987304348 -0.0373048405934783 0.126227657258696 0.126227657258696 -0.198206139934783 -0.19788336026087 -0.599294760652174 0.0351937228130435 0.0247508134326087 -0.377624755652174 -0.120463004665217 -0.177479240097826 -0.530225529130435 -0.318777012804348 -0.528254524130435 -0.273459111956522 0.0902807576630435 -0.097454996626087 -0.456170108913043 -0.668340527608696
11 "SITTING" 0.276590197358491 -0.0149195616754717 -0.112840218339623 0.871963798301887 0.213716305739623 0.188531695981132 0.0761777324716981 -0.000213838552075472 0.00833400761716981 -0.0399984915849057 -0.0755284478679245 0.0761739419056604 -0.0948423481320755 -0.0392813049264151 -0.0505395462396226 -0.961970763773585 -0.961970763773585 -0.97935563509434 -0.951884472075472 -0.989519031132076 -0.981481454339623 -0.934503182830189 -0.972855110377359 -0.980831750377358 -0.967454617735849 -0.981124861320755 -0.985106875471698 -0.98263664490566 -0.954453821132075 -0.953066009056604 -0.975315331509434 -0.969799951132076 -0.987255972641509
11 "STANDING" 0.277715562765957 -0.0171990886595745 -0.108686630425532 0.956464535957447 -0.173082704680851 0.127198423404255 0.0760097721914894 0.0124130965551064 -0.00074591623212766 -0.0293141521489362 -0.0765465041914894 0.0810588216170213 -0.099519355893617 -0.0395992140851064 -0.0524732752340426 -0.984853836595745 -0.984853836595745 -0.989242377234043 -0.979978011489362 -0.993428183617021 -0.993808050638298 -0.968703072553191 -0.987669785531915 -0.992385450851064 -0.979287024255319 -0.988460788085106 -0.978301717234043 -0.994025488297872 -0.980762968085106 -0.982255413617021 -0.988636595319149 -0.982576519787234 -0.992981019787234
11 "LAYING" 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.134832031403509 0.943017941403509 0.112620189964912 0.0766645337017544 0.0122193853629825 0.00277690502070175 -0.0191743840136842 -0.041559989822807 0.152019015929825 -0.102297501877193 -0.0412391429298246 -0.0666957489649123 -0.980621180175439 -0.980621180175439 -0.983330628421053 -0.952523752105263 -0.990641248245614 -0.983801365614035 -0.971403935438596 -0.973576812807018 -0.984884874385965 -0.973882496666667 -0.979564844210526 -0.97618747122807 -0.982640271929825 -0.961434420701754 -0.973994004561404 -0.976940774561403 -0.967093356491228 -0.985978837192982
12 "WALKING" 0.2771286656 -0.015560927606 -0.10316110632 0.9668735148 -0.1559834498 -0.03608428788 0.045764401482 0.0197766948336 0.005025870328 -0.1045136708758 -0.03442910782 0.0999739123004 -0.06223893174 -0.049852604592 -0.0467338151926 -0.102204550448 -0.102204550448 -0.144064922688 -0.35593036512 -0.5174937754 -0.05435763951 -0.071302455092 -0.4223253002 -0.08161979534 -0.1413740705982 -0.4913861728 -0.4019759318 -0.4678863378 -0.31728248436 -0.153116002784 -0.029912425338 -0.442503784 -0.5611764414
12 "WALKING_UPSTAIRS" 0.272970338653846 -0.0263574903403846 -0.107339730115385 0.938371473269231 -0.259144202692308 -0.0702503820961538 0.0728660813846154 -0.00689494886730769 0.00906662793461539 -0.0931234101769231 -0.0411314519307692 0.0898022757730769 -0.0455638872076923 -0.0335406569057692 -0.0653167291865385 -0.229183927115385 -0.229183927115385 -0.432469300961538 -0.316561585961538 -0.674972132307692 -0.321447925192308 -0.168341519859615 -0.560841212692308 -0.385843754230769 -0.333077590961538 -0.687929868653846 -0.426360331538462 -0.604711316153846 -0.406080936346154 -0.290005418653846 -0.3208844625 -0.594032515192308 -0.714332592115385
12 "WALKING_DOWNSTAIRS" 0.281521097391304 -0.018084266865793 -0.10955593226087 0.949861980652174 -0.178702175434783 -0.0561050624630435 0.0621500251717391 -0.0119289154608696 0.00485262425869565 -0.112531564434783 -0.0427336692521739 0.0895434978391304 -0.0264668968652174 -0.0609177195869565 -0.0653239980021739 0.0183139429630435 0.0183139429630435 -0.107091019565217 -0.213351510686957 -0.442831079130435 0.0235049348717391 0.150510001156522 -0.402121221521739 -0.00701472271717392 0.00639406888695652 -0.451614324565217 -0.178856167345652 -0.420631474130435 -0.212767364326087 0.148017269434783 0.0769968373 -0.344938419969565 -0.458227490826087
12 "SITTING" 0.275007224901961 -0.0157892988523529 -0.106307228960784 0.926228975490196 0.0830509010823529 0.0885640696078431 0.0771277656078431 0.0105990504054902 -0.0020457599227451 -0.0424159182941176 -0.0751980398235294 0.0728462158235294 -0.0941023489803922 -0.0387477474705882 -0.0515634091411765 -0.952176621372549 -0.952176621372549 -0.974734489803922 -0.941907240784314 -0.980392337647059 -0.97966614372549 -0.942768016862745 -0.954626628823529 -0.977109887058824 -0.964236191372549 -0.975551564117647 -0.968528985294118 -0.963725248823529 -0.955718183921569 -0.955944253137255 -0.971715268627451 -0.958511866666667 -0.97848445372549
12 "STANDING" 0.277405834918033 -0.0169002543196721 -0.105526999754098 0.957317821803279 -0.21886535557377 -0.0395382767304918 0.0744631761967213 0.0100480041062295 -0.00788131384131148 -0.0300030427426229 -0.0700083750360656 0.074256819 -0.0976380412377049 -0.0409520826508197 -0.0482863736885246 -0.941459935081967 -0.941459935081967 -0.968790683278689 -0.888101372786885 -0.969289973606557 -0.976469472295082 -0.932775677704918 -0.947178200163934 -0.971971634098361 -0.95329178 -0.971122527868852 -0.890292711147541 -0.948251856721312 -0.95260195295082 -0.945217802786885 -0.960859009508197 -0.902356765573771 -0.963059791967213
12 "LAYING" 0.260113433 -0.0175203917146667 -0.108160125666667 -0.3785920653 0.8033788345 0.2750431984 0.0854295393833333 0.00774408308 -0.0043714837772 -0.0146546807316667 -0.0835537350333333 0.14519184795 -0.0990402297166667 -0.0410675310833333 -0.0678909002816667 -0.9482046755 -0.9482046755 -0.969843834166667 -0.9308405935 -0.971067768833333 -0.956248487666667 -0.951265971 -0.954724801666667 -0.968742758833333 -0.963223332 -0.967149695166667 -0.9566538865 -0.95256172 -0.9456732415 -0.9438674399 -0.962448418666667 -0.9454970225 -0.963949607166667
13 "WALKING" 0.275883130350877 -0.0185660651947368 -0.111431456192982 0.910855709298246 -0.283658580877193 -0.131299718666667 0.0809590227198246 0.00308364501403509 0.00597249011754386 -0.0174207634701754 -0.0798472502663158 0.0784205641252632 -0.0966598593263158 -0.0319849271912281 -0.0636693233473684 -0.135643867842105 -0.135643867842105 -0.133205034736842 -0.218669558421053 -0.303508210175439 -0.335030121052632 0.0955150666694737 -0.246851507561404 -0.290460801694737 -0.0439195137368421 -0.342263716894737 -0.192856474047368 -0.256213554508772 -0.276607954736842 -0.23460086645614 -0.15211150075614 -0.267472373877193 -0.338527133789474
13 "WALKING_UPSTAIRS" 0.258203939581818 -0.0277392253910909 -0.125767265890909 0.847634313454545 -0.357404501636364 -0.207507170584727 0.0692442067545455 -0.00128009758363636 -0.0254126299290909 -0.13829376226 0.00381966911090909 0.116679563256364 -0.0664817176345455 -0.0453051954036364 -0.0661653916327273 -0.10115350174 -0.10115350174 -0.456190454 -0.237182958116364 -0.631964902181818 -0.382460736363636 -0.0636564765818182 -0.404785239945455 -0.506212135636364 -0.368996179072727 -0.631496434363636 -0.482113007636364 -0.492176104727273 -0.255338945927273 -0.367522800909091 -0.425100006545455 -0.485477308909091 -0.656088544363636
13 "WALKING_DOWNSTAIRS" 0.294907553404255 -0.0143723839108511 -0.101993941531915 0.941875619787234 -0.211555112553191 -0.0950820341687234 0.101704538333298 -0.00751868156382979 -0.0252977670276596 -0.122672201757447 -0.0237205719148936 0.111284239655957 -0.0647199842553191 -0.0669414080765958 -0.0512020476 -0.0294634299553191 -0.0294634299553191 -0.127926051502128 -0.102114480531915 -0.323552439276596 -0.0726602663212766 -0.0364535247659574 -0.151178724793617 -0.11485155627234 -0.207812348246809 -0.276138039897872 -0.319677124659574 -0.133828886725532 -0.212906662531915 0.0528791880659574 -0.0282156656914894 -0.206121707212766 -0.266399903210638
13 "SITTING" 0.274328499591837 -0.00587732936326531 -0.0972465110836735 0.92557651244898 0.101769752489796 0.0757773858163265 0.0752865881142857 -0.00112344092891837 -0.0232397245106122 -0.0355124856836735 -0.0902687401836735 0.0823432026610204 -0.095919848877551 -0.041036688077551 -0.0466121595938776 -0.957690563673469 -0.957690563673469 -0.989497838979592 -0.951142644081633 -0.992604304489796 -0.990135477755102 -0.959673916122449 -0.956183063510204 -0.992678212653061 -0.983914101836735 -0.985261204693878 -0.983218202857143 -0.982456053877551 -0.968384415510204 -0.956901559653061 -0.988348535306122 -0.973258277755102 -0.991723741632653
13 "STANDING" 0.277758431052632 -0.0167891993964912 -0.112124137754386 0.942695296842105 -0.239943146315789 -0.0524856614035088 0.0758630962280702 0.00762035230350877 -0.000704979340543859 -0.0295492164431579 -0.0753205243684211 0.085471246877193 -0.0981199986666667 -0.0412872577807018 -0.053926078122807 -0.971564243157895 -0.971564243157895 -0.98680002754386 -0.95782537245614 -0.983637634912281 -0.989425965614035 -0.959427618245614 -0.97756730122807 -0.988198276666667 -0.977752775438597 -0.98460855877193 -0.957154108421053 -0.97291308 -0.974394378070175 -0.972393559473684 -0.981977536491228 -0.957488799473684 -0.977197403859649
13 "LAYING" 0.276716360483871 -0.020440454366129 -0.104331864532258 -0.156852206467742 0.656400944354839 0.598884988709677 0.0767774832096774 0.0183441894580645 -0.00988389709596774 -0.00973609968045161 -0.0966250701451613 0.117819614790323 -0.101835573822581 -0.0417744000370968 -0.0648770419677419 -0.960517768225806 -0.960517768225806 -0.985467853870968 -0.944303111935484 -0.98544626483871 -0.974716920483871 -0.965843757258064 -0.966295582741935 -0.985199684354839 -0.980375137419355 -0.980994601935484 -0.96946349 -0.968689729193548 -0.969126880322581 -0.959535493548387 -0.980754385967742 -0.957681621290323 -0.978150814032258
14 "WALKING" 0.271959598644068 -0.0217785380966102 -0.106756369135593 0.802973961525424 -0.270314822881356 -0.422495268474576 0.0720877913452542 0.024116023559322 0.0199723036949153 -0.00347655062271186 -0.0829682847966102 0.0513222717627119 -0.110656054802153 -0.0438969529084746 -0.0388825919508475 -0.144404671779661 -0.144404671779661 -0.377293155084746 -0.137208741864407 -0.519895046779661 -0.421498172542373 -0.174601844847458 -0.177366434042373 -0.472360616779661 -0.376766600508475 -0.415899179152542 -0.508595851864407 -0.215894949525424 -0.212925759152542 -0.373516771016949 -0.431591453389831 -0.311386449661017 -0.591036936101695
14 "WALKING_UPSTAIRS" 0.26242106612963 -0.0204388180024074 -0.112279688983333 0.688256122222222 -0.322680364814815 -0.49508872037037 0.0803303022222222 -0.0183131159944444 0.00344199486481481 0.0813841685037037 -0.123499570044444 -0.0441381886666667 -0.128266667862963 -0.0207749732407407 -0.0137237620296296 0.140108204051852 0.140108204051852 -0.28366383592037 0.365779419444444 -0.399921949557407 -0.323508442240741 0.0163939234574074 0.191693742633333 -0.383497147037037 -0.347606639592593 -0.264008468333333 -0.441048358648148 0.118687692187963 0.196703218737037 -0.0759851813333333 -0.288744334092593 0.0488588668185185 -0.457250612407407
14 "WALKING_DOWNSTAIRS" 0.293422115555556 -0.0200141413657778 -0.0928330165533333 0.81629643 -0.264254674666667 -0.392555882222222 0.0428631626711111 0.0291339421022222 0.0104952601188889 -0.0147079653333333 -0.0945288409066667 0.0353344537555556 -0.108620377713333 -0.0740589810844444 -0.0615978795422222 0.185537706866667 0.185537706866667 0.0353601375466667 0.166340011842444 -0.275120883488889 0.0212541553977778 0.3714824704 0.280735952206667 -0.0337820458644444 0.164775056133333 -0.0248789805888889 -0.295315541666667 0.0132082347333333 0.492414379822222 0.471905155133333 0.186223478065556 -0.0787568406777778 -0.254747132274667
14 "SITTING" 0.279990577037037 -0.00870565463888889 -0.100401490425926 0.939038759814815 -0.0364533962277778 -0.0945970534814815 0.0741878844074074 -0.00436185985848148 -0.0105744513096296 -0.0440403326851852 -0.0713478280925926 0.0928523607037037 -0.0921614578888889 -0.0434577295055556 -0.0520121608148148 -0.944197943703704 -0.944197943703704 -0.976521006111111 -0.942756369259259 -0.988317606666667 -0.976456609259259 -0.932644766111111 -0.944126078888889 -0.981566649444444 -0.968951769814815 -0.97275196962963 -0.978577117592593 -0.969806729814815 -0.957020858888889 -0.940589853333333 -0.972985342962963 -0.963320540555556 -0.987324239259259
14 "STANDING" 0.280545613833333 -0.01520781344 -0.103817701790667 0.875319569 -0.226692231166667 -0.338174888666667 0.0737933748485 0.00579566182983333 -0.00720777760485 -0.0220886526891667 -0.05581088271 0.07904758875 -0.100718458866667 -0.04500967927 -0.0509036177765 -0.943456847333333 -0.943456847333333 -0.972965788166667 -0.943530016833333 -0.974873328 -0.9726995625 -0.942178248333333 -0.9424220265 -0.97818164 -0.967249904833333 -0.966718434333333 -0.957111767 -0.9508361945 -0.950999877833333 -0.949715059833333 -0.970214125833333 -0.944405563833333 -0.969175636833333
